name,true_demand,forecasts,sst_90,arrival_90,ot_90,wip_90,ip_90,net_90,backlog_90,ch_90,cb_90
lgb_base,4.0,5.689794088564399,5.648311869113613,0.0,5.648311869113613,5.648311869113613,7.338105957678012,1.6897940885643994,0.0,1.6897940885643994,0.0
lgb_base,5.0,4.679130133519936,5.648311869113613,5.648311869113613,2.9893360449555377,2.9893360449555377,5.32744200263355,2.338105957678012,0.0,2.338105957678012,0.0
lgb_base,7.0,4.798927812956976,5.648311869113613,2.9893360449555377,5.119797679437038,5.119797679437038,3.447239682070588,-1.6725579973664502,1.6725579973664502,0.0,15.053021976298051
lgb_base,1.0,5.9802172581289526,5.648311869113613,5.119797679437038,8.181289445171977,8.181289445171977,10.628529127242565,2.447239682070588,0.0,2.447239682070588,0.0
lgb_base,9.0,5.048563550323458,5.648311869113613,8.181289445171977,0.06834629219450505,0.06834629219450505,1.6968754194370703,1.6285291272425653,0.0,1.6285291272425653,0.0
lgb_base,3.0,8.247915749080539,5.648311869113613,0.06834629219450505,12.199352198757081,12.199352198757081,10.896227618194152,-1.3031245805629297,1.3031245805629297,0.0,11.728121225066367
lgb_base,9.0,6.159383297982976,5.648311869113613,12.199352198757081,0.9114675489024382,0.9114675489024382,2.8076951670965897,1.8962276181941515,0.0,1.8962276181941515,0.0
lgb_base,1.0,6.263590603075117,5.648311869113613,0.9114675489024382,9.104207305092139,9.104207305092139,10.911902472188729,1.8076951670965897,0.0,1.8076951670965897,0.0
lgb_base,10.0,4.8282140722746325,5.648311869113613,9.104207305092139,0.0,0.0,0.9119024721887286,0.9119024721887286,0.0,0.9119024721887286,0.0
lgb_base,3.0,6.094201693557638,5.648311869113613,0.0,10.830611090482522,10.830611090482522,8.74251356267125,-2.0880975278112714,2.0880975278112714,0.0,18.792877750301443
lgb_base,1.0,5.031808854154076,5.648311869113613,10.830611090482522,1.9376071605964373,1.9376071605964373,9.680120723267688,7.742513562671251,0.0,7.742513562671251,0.0
lgb_base,6.0,4.941603329527982,5.648311869113613,1.9376071605964373,0.9097944753739071,0.9097944753739071,4.589915198641595,3.680120723267688,0.0,3.680120723267688,0.0
lgb_base,10.0,5.502818520185824,5.648311869113613,0.9097944753739071,6.56121519065784,6.56121519065784,1.1511303892994356,-5.410084801358405,5.410084801358405,0.0,48.69076321222565
lgb_base,6.0,6.812643229796618,5.648311869113613,6.56121519065784,11.309824709610794,11.309824709610794,6.46095509891023,-4.848869610700564,4.848869610700564,0.0,43.639826496305076
lgb_base,2.0,5.5097321065449725,5.648311869113613,11.309824709610794,4.6970888767483565,4.6970888767483565,9.158043975658586,4.46095509891023,0.0,4.46095509891023,0.0
lgb_base,5.0,4.489056080954124,5.648311869113613,4.6970888767483565,0.9793239744091515,0.9793239744091515,5.137367950067738,4.158043975658586,0.0,4.158043975658586,0.0
lgb_base,6.0,4.03659962146019,5.648311869113613,0.9793239744091515,4.547543540506066,4.547543540506066,3.6849114905738034,-0.8626320499322624,0.8626320499322624,0.0,7.7636884493903615
lgb_base,2.0,4.277161536393175,5.648311869113613,4.547543540506066,6.240561914932984,6.240561914932984,7.9254734055067875,1.6849114905738034,0.0,1.6849114905738034,0.0
lgb_base,7.0,4.9379928384328275,5.648311869113613,6.240561914932984,2.660831302039652,2.660831302039652,3.5863047075464394,0.9254734055067875,0.0,0.9254734055067875,0.0
lgb_base,8.0,6.986689901923297,5.648311869113613,2.660831302039652,9.04869706349047,9.04869706349047,4.63500177103691,-4.413695292453561,4.413695292453561,0.0,39.723257632082046
lgb_base,8.0,6.820886667895606,5.648311869113613,9.04869706349047,7.83419676597231,7.83419676597231,4.46919853700922,-3.36499822896309,3.36499822896309,0.0,30.28498406066781
lgb_base,4.0,5.335919073570005,5.648311869113613,7.83419676597231,6.515032405674397,6.515032405674397,6.984230942683617,0.46919853700921976,0.0,0.46919853700921976,0.0
lgb_base,7.0,5.285314034382273,5.648311869113613,6.515032405674397,3.9493949608122687,3.9493949608122687,3.9336259034958854,-0.01576905731638334,0.01576905731638334,0.0,0.14192151584745005
lgb_base,7.0,5.8957310613737945,5.648311869113613,3.9493949608122687,7.610417026991522,7.610417026991522,4.544042930487407,-3.0663740965041146,3.0663740965041146,0.0,27.59736686853703
lgb_base,5.0,6.081203706011993,5.648311869113613,7.610417026991522,7.1854726446382,7.1854726446382,6.729515575125607,-0.45595706951259274,0.45595706951259274,0.0,4.103613625613335
lgb_base,7.0,6.406713385709114,5.648311869113613,7.1854726446382,5.32550967969712,5.32550967969712,5.055025254822727,-0.27048442487439317,0.27048442487439317,0.0,2.4343598238695385
lgb_base,5.0,7.593173798409663,5.648311869113613,5.32550967969712,8.186460412700548,8.186460412700548,8.241485667523275,0.05502525482272702,0.0,0.05502525482272702,0.0
lgb_base,9.0,6.88483963330167,5.648311869113613,8.186460412700548,4.291665834892008,4.291665834892008,3.533151502415283,-0.7585143324767252,0.7585143324767252,0.0,6.8266289922905266
